TEmpoAberturaMilisegundos:30000
TempoAbertura TempoGastoNaFila TempoOcioso 
828510000 415439330 1244470382
828540000 415930382 1245005391
828570000 416435391 1245557399
828600000 416957399 1246081465
828630000 417451465 1246604488
828660000 417944488 1247134549
828690000 418444549 1247663621
828720000 418943621 1248179718
828750000 419429718 1248700813
828780000 419920813 1249225859
828810000 420415859 1249751864
828840000 420911864 1250303890
828870000 421433890 1250847975
828900000 421947975 1251369987
828930000 422439987 1251893026
828960000 422933026 1252417107
828990000 423427107 1252934119
829020000 423914119 1253464194
829050000 424414194 1253989242
829080000 424909242 1254515248
829110000 425405248 1255029301
829140000 425889301 1255547373
829170000 426377373 1256070392
829200000 426870392 1256615394
829230000 427385394 1257145485
829260000 427885485 1257697525
829290000 428407525 1258227551
829320000 428907551 1258751646
829350000 429401646 1259268672
829380000 429888672 1259791725
829410000 430381725 1260313750
829440000 430873750 1260865810
829470000 431395810 1261410829
829500000 431910829 1261935841
829530000 432405841 1262457881
829560000 432897881 1262974922
829590000 433384922 1263497990
829620000 433877990 1264028996
829650000 434378996 1264559036
829680000 434879036 1265084087
829710000 435374087 1265610096
829740000 435870096 1266155134
829770000 436385134 1266707213
829800000 436907213 1267230299
829830000 437400299 1267761322
829860000 437901322 1268291378
829890000 438401378 1268813434
829920000 438893434 1269338462
829950000 439388462 1269855519
829980000 439875519 1270380572
830010000 440370572 1270906583
830040000 440866583 1271427637
830070000 441357637 1271945710
830100000 441845710 1272468731
830130000 442338731 1273003742
830160000 442843742 1273548803
830190000 443358803 1274101803
830220000 443881803 1274631876
830250000 444381876 1275156921
830280000 444876921 1275678993
830310000 445368993 1276202995
830340000 445862995 1276734034
830370000 446364034 1277259092
830400000 446859092 1277785105
830430000 447355105 1278330183
830460000 447870183 1278883200
830490000 448393200 1279414255
830520000 448894255 1279936342
830550000 449386342 1280461402
830580000 449881402 1280979412
830610000 450369412 1280983430
830640000 450343430 1281508489
830670000 450838489 1282053583
830700000 451353583 1282578659
830730000 451848659 1283096685
830760000 452336685 1283627755
830790000 452837755 1284158776
830820000 453338776 1284682828
830850000 453832828 1285207889
830880000 454327889 1285733905
830910000 454823905 1286254961
830940000 455314961 1286773035
830970000 455803035 1287326103
831000000 456326103 1287849140
831030000 456819140 1288373209
831060000 457313209 1288919219
831090000 457829219 1289450256
831120000 458330256 1289975348
831150000 458825348 1290506434
831180000 459326434 1291024474
831210000 459814474 1291550492
831240000 460310492 1292074580
831270000 460804580 1292620608
831300000 461320608 1293173694
831330000 461843694 1293705697
831360000 462345697 1294228750
831390000 462838750 1294746806
831420000 463326806 1295277858
831450000 463827858 1295802923
831480000 464322923 1296328942
831510000 464818942 1296882948
831540000 465342948 1297428995
831570000 465858995 1297955039
831600000 466355039 1298480044
831630000 466850044 1299011112
831660000 467351112 1299534181
831690000 467844181 1300052253
831720000 468332253 1300584272
831750000 468834272 1301109339
831780000 469329339 1301663366
831810000 469853366 1302209433
831840000 470369433 1302740519
831870000 470870519 1303266581
831900000 471366581 1303789667
831930000 471859667 1304307756
831960000 472347756 1304832778
831990000 472842778 1305364814
832020000 473344814 1305889883
832050000 473839883 1306415906
832080000 474335906 1306941974
832110000 474831974 1307459010
832140000 475319010 1308013056
832170000 475843056 1308559141
832200000 476359141 1309085220
832230000 476855220 1309610259
832260000 477350259 1310142261
832290000 477852261 1310666263
832320000 478346263 1311198315
832350000 478848315 1311717319
832380000 479337319 1312243344
832410000 479833344 1312768414
832440000 480328414 1313322478
832470000 480852478 1313847533
832500000 481347533 1314379550
832530000 481849550 1314903567
832560000 482343567 1315429661
832590000 482839661 1315948680
832620000 483328680 1316480747
832650000 483830747 1317005822
832680000 484325822 1317559906
832710000 484849906 1318106956
832740000 485366956 1318638989
832770000 485868989 1319163022
832800000 486363022 1319682057
832830000 486852057 1320214140
832860000 487354140 1320741149
832890000 487851149 1321266219
832920000 488346219 1321266226
832950000 488316226 1321821230
832980000 488841230 1322368298
833010000 489358298 1322900348
833040000 489860348 1323427374
833070000 490357374 1323952461
833100000 490852461 1324485461
833130000 491355461 1325009510
833160000 491849510 1325528561
833190000 492338561 1326053640
833220000 492833640 1326579671
833250000 493329671 1327126759
833280000 493846759 1327681781
833310000 494371781 1328213848
833340000 494873848 1328740890
833370000 495370890 1329259957
833400000 495859957 1329785960
833430000 496355960 1330318976
833460000 496858976 1330843040
833490000 497353040 1331367122
833520000 497847122 1331915127
833550000 498365127 1332470166
833580000 498890166 1332997225
833610000 499387225 1333516307
833640000 499876307 1334042325
833670000 500372325 1334574406
833700000 500874406 1335107436
833730000 501377436 1335632518
833760000 501872518 1336158552
833790000 502368552 1336706573
833820000 502886573 1337261628
833850000 503411628 1337780726
833880000 503900726 1338306760
833910000 504396760 1338839806
833940000 504899806 1339363903
833970000 505393903 1339890977
834000000 505890977 1340446050
834030000 506416050 1340994088
834060000 506934088 1341519102
834090000 507429102 1342046193
834120000 507926193 1342579256
834150000 508429256 1343099270
834180000 508919270 1343625320
834210000 509415320 1344158356
834240000 509918356 1344683441
834270000 510413441 1345238534
834300000 510938534 1345786591
834330000 511456591 1346312658
834360000 511952658 1346845738
834390000 512455738 1347378790
834420000 512958790 1347906797
834450000 513456797 1348426827
834480000 513946827 1348951856
834510000 514441856 1349477895
834540000 514937895 1350002982
834570000 515432982 1350551059
834600000 515951059 1351107071
834630000 516477071 1351640140
834660000 516980140 1352168164
834690000 517478164 1352694248
834720000 517974248 1353214294
834750000 518464294 1353747390
834780000 518967390 1354272479
834810000 519462479 1354798519
834840000 519958519 1355320577
834870000 520450577 1355837619
834900000 520937619 1356385714
834930000 521455714 1356941744
834960000 521981744 1357474830
834990000 522484830 1358002871
835020000 522982871 1358522934
835050000 523472934 1359049935
835080000 523969935 1359575017
835110000 524465017 1360101059
835140000 524961059 1360626149
835170000 525456149 1361148208
835200000 525948208 1361669271
835230000 526439271 1362218287
835260000 526958287 1362774335
835290000 527484335 1363308388
835320000 527988388 1363842390
835350000 528492390 1364370447
835380000 528990447 1364895544
835410000 529485544 1365422560
835440000 529982560 1365942637
835470000 530472637 1366467730
835500000 530967730 1366993774
835530000 531463774 1367549843
835560000 531989843 1368098876
835590000 532508876 1368626950
835620000 533006950 1369160968
835650000 533510968 1369686981
835680000 534006981 1370214013
835710000 534504013 1370748081
835740000 535008081 1371274127
835770000 535504127 1371799221
835800000 535999221 1372313285
835830000 536483285 1372831368
835860000 536971368 1373380420
835890000 537490420 1373936508
835920000 538016508 1374457540
835950000 538507540 1374991574
835980000 539011574 1375517603
836010000 539507603 1376045693
836040000 540005693 1376572741
836070000 540502741 1377106825
836100000 541006825 1377623870
836130000 541493870 1378149947
836160000 541989947 1378675043
836190000 542485043 1379201091
836220000 542981091 1379750164
836250000 543500164 1380307172
836280000 544027172 1380836179
836310000 544526179 1381363244
836340000 545023244 1381898245
836370000 545528245 1382432295
836400000 546032295 1382958339
836430000 546528339 1383479386
836460000 547019386 1384004484
836490000 547514484 1384561511
836520000 548041511 1385087573
836550000 548537573 1385636663
836580000 549056663 1386170730
836610000 549560730 1386705747
836640000 550065747 1387234769
836670000 550564769 1387755831
836700000 551055831 1388282911
836730000 551552911 1388808911
836760000 552048911 1389334962
836790000 552544962 1389857024
836820000 553037024 1390414068
836850000 553564068 1390964074
836880000 554084074 1391498157
836910000 554588157 1392027195
836940000 555087195 1392554291
836970000 555584291 1393075368
837000000 556075368 1393610399
837030000 556580399 1394136401
837060000 557076401 1394662454
837090000 557572454 1395183521
837120000 558063521 1395700568
837150000 558550568 1396221664
837180000 559041664 1396771688
837210000 559561688 1397306737
837240000 560066737 1397863798
837270000 560593798 1398392852
837300000 561092852 1398919864
837330000 561589864 1399447875
837360000 562087875 1399981972
837390000 562591972 1400507976
837420000 563087976 1401034030
837450000 563584030 1401556093
837480000 564076093 1402070160
837510000 564560160 1402588245
837540000 565048245 1403145325
837570000 565575325 1403695367
837600000 566095367 1404230381
837630000 566600381 1404757410
837660000 567097410 1405286481
837690000 567596481 1405814509
837720000 568094509 1406349575
837750000 568599575 1406871587
837780000 569091587 1407397644
837810000 569587644 1407923673
837840000 570083673 1408481673
837870000 570611673 1409031734
837900000 571131734 1409566765
837930000 571636765 1410088794
837960000 572128794 1410615839
837990000 572625839 1411144926
838020000 573124926 1411672970
838050000 573622970 1412208052
838080000 574128052 1412734110
838110000 574624110 1413264116
838140000 575124116 1413814195
838170000 575644195 1414372213
838200000 576172213 1414900275
838230000 576670275 1415436275
838260000 577176275 1415963337
838290000 577673337 1416485383
838320000 578165383 1417011443
838350000 578661443 1417537473
838380000 579157473 1418058542
838410000 579648542 1418609542
838440000 580169542 1419167579
838470000 580697579 1419694659
838500000 581194659 1420229747
838530000 581699747 1420765764
838560000 582205764 1421295786
838590000 582705786 1421823864
838620000 583203864 1422345925
838650000 583695925 1422871958
838680000 584191958 1423398020
838710000 584688020 1423912089
838740000 585172089 1424463110
838770000 585693110 1425021166
838800000 586221166 1425551204
838830000 586721204 1426087207
838860000 587227207 1426609283
838890000 587719283 1427145315
838920000 588225315 1427672409
838950000 588722409 1427676428
838980000 588696428 1428202462
839010000 589192462 1428728525
839040000 589688525 1429250590
839070000 590180590 1429771660
839100000 590671660 1430329740
839130000 591199740 1430880779
839160000 591720779 1431408791
839190000 592218791 1431938847
839220000 592718847 1432460940
839250000 593210940 1432996989
839280000 593716989 1433533008
839310000 594223008 1434062041
839340000 594722041 1434588078
839370000 595218078 1435114144
839400000 595714144 1435632234
839430000 596202234 1436146304
839460000 596686304 1436697362
839490000 597207362 1437255461
839520000 597735461 1437784512
839550000 598234512 1438314585
839580000 598734585 1438850651
839610000 599240651 1439386686
839640000 599746686 1439914714
839670000 600244714 1440437723
839700000 600737723 1440963761
839730000 601233761 1441489828
839760000 601729828 1442011894
839790000 602221894 1442562971
839820000 602742971 1443121989
839850000 603271989 1443658041
839880000 603778041 1444186086
839910000 604276086 1444715154
839940000 604775154 1445251237
839970000 605281237 1445781326
840000000 605781326 1446304351
840030000 606274351 1446830391
840060000 606770391 1447356460
840090000 607266460 1447907555
840120000 607787555 1448466590
840150000 608316590 1448994652
840180000 608814652 1449530750
840210000 609320750 1450061753
840240000 609821753 1450590835
840270000 610320835 1451113873
840300000 610813873 1451639944
840330000 611309944 1452165985
840360000 611805985 1452687057
840390000 612297057 1453205149
840420000 612785149 1453728186
840450000 613278186 1454287238
840480000 613807238 1454839249
840510000 614329249 1455368347
840540000 614828347 1455891400
840570000 615321400 1456428401
840600000 615828401 1456965413
840630000 616335413 1457493488
840660000 616833488 1458019531
840690000 617329531 1458545603
840720000 617825603 1459082622
840750000 618332622 1459619652
840780000 618839652 1460142721
840810000 619332721 1460694747
840840000 619854747 1461253814
840870000 620383814 1461783827
840900000 620883827 1462311916
840930000 621381916 1462842971
840960000 621882971 1463369016
840990000 622379016 1463895090
841020000 622875090 1464421175
841050000 623371175 1464973220
841080000 623893220 1465532306
841110000 624422306 1466061313
841140000 624921313 1466592385
841170000 625422385 1467122415
841200000 625922415 1467659462
841230000 626429462 1468196497
841260000 626936497 1468719581
841290000 627429581 1469245628
841320000 627925628 1469771704
841350000 628421704 1470285777
841380000 628905777 1470823809
841410000 629413809 1471423815
841440000 629983815 1471975879
841470000 630505879 1472499881
841500000 630999881 1473030970
841530000 631500970 1473561017
841560000 632001017 1474098081
841590000 632508081 1474635132
841620000 633015132 1475164155
841650000 633514155 1475690204
841680000 634010204 1476216282
841710000 634506282 1476734377
841740000 634994377 1477264446
841770000 635494446 1477864471
841800000 636064471 1478416553
841830000 636586553 1478953621
841860000 637093621 1479485627
841890000 637595627 1480022708
841920000 638102708 1480551747
841950000 638601747 1481075764
841980000 639095764 1481601815
842010000 639591815 1482127895
842040000 640087895 1482649964
842070000 640579964 1483171039
842100000 641071039 1483685113
842130000 641555113 1484238114
842160000 642078114 1484838158
842190000 642648158 1485375245
842220000 643155245 1485905331
842250000 643655331 1486434386
842280000 644154386 1486971483
842310000 644661483 1487503504
842340000 645163504 1488027536
842370000 645657536 1488553588
842400000 646153588 1489079669
842430000 646649669 1489632688
842460000 647172688 1490232750
842490000 647742750 1490770753
842520000 648250753 1491302790
842550000 648752790 1491826838
842580000 649246838 1492364851
842610000 649754851 1492893921
842640000 650253921 1493424921
842670000 650754921 1493950975
842700000 651250975 1494477057
842730000 651747057 1494999127
842760000 652239127 1495520203
842790000 652730203 1496073242
842820000 653253242 1496673324
842850000 653823324 1497205380
842880000 654325380 1497743412
842910000 654833412 1498272499
842940000 655332499 1498803516
842970000 655833516 1499341535
843000000 656341535 1499865599
843030000 656835599 1500391684
843060000 657331684 1500917740
843090000 657827740 1501470799
843120000 658350799 1502071801
843150000 658921801 1502602836
843180000 659422836 1503140872
843210000 659930872 1503672945
843240000 660432945 1504202948
843270000 660932948 1504727028
843300000 661427028 1505265076
843330000 661935076 1505791134
843360000 662431134 1506317221
843390000 662927221 1506839292
843420000 663419292 1507360369
843450000 663910369 1507877426
843480000 664397426 1508478446
843510000 664968446 1509031522
843540000 665491522 1509569575
843570000 665999575 1510099595
843600000 666499595 1510631685
843630000 667001685 1511169749
843660000 667509749 1511693844
843690000 668003844 1512224894
843720000 668504894 1512750954
843750000 669000954 1513277042
843780000 669497042 1513799114
843810000 669989114 1514352206
843840000 670512206 1514953242
843870000 671083242 1515483277
843900000 671583277 1516016282
843930000 672086282 1516547347
843960000 672587347 1517085426
843990000 673095426 1517623493
844020000 673603493 1518148502
844050000 674098502 1518674563
844080000 674594563 1519200652
844110000 675090652 1519720719
844140000 675580719 1520255753
844170000 676085753 1520793851
844200000 676593851 1521394904
844230000 677164904 1521948912
844260000 677688912 1522473937
844290000 678183937 1523005018
844320000 678685018 1523538038
844350000 679188038 1524068087
844380000 679688087 1524594179
844410000 680184179 1524618221
844440000 680178221 1525144283
844470000 680674283 1525666356
844500000 681166356 1526267432
844530000 681737432 1526821460
844560000 682261460 1527354498
844590000 682764498 1527893518
844620000 683273518 1528423584
844650000 683773584 1528954682
844680000 684274682 1529479723
844710000 684769723 1530018737
844740000 685278737 1530544802
844770000 685774802 1531070896
844800000 686270896 1531591975
844830000 686761975 1532193070
844860000 687333070 1532747116
844890000 687857116 1533279131
844920000 688359131 1533818167
844950000 688868167 1534348249
844980000 689368249 1534881303
845010000 689871303 1535406360
845040000 690366360 1535932426
845070000 690862426 1536458521
845100000 691358521 1537012588
845130000 691882588 1537614601
845160000 692454601 1538147672
845190000 692957672 1538679704
845220000 693459704 1539218756
845250000 693968756 1539748854
845280000 694468854 1540273927
845310000 694963927 1540813000
845340000 695473000 1541339069
845370000 695969069 1541865166
845400000 696465166 1542384166
845430000 696954166 1542907211
845460000 697447211 1543442247
845490000 697952247 1544044281
845520000 698524281 1544598366
845550000 699048366 1545137435
845580000 699557435 1545668450
845610000 700058450 1546207540
845640000 700567540 1546732629
845670000 701062629 1547264677
845700000 701564677 1547797763
845730000 702067763 1548323833
845760000 702563833 1548849931
845790000 703059931 1549372006
845820000 703552006 1549893086
845850000 704043086 1550448090
845880000 704568090 1551050143
845910000 705140143 1551584147
845940000 705644147 1552116211
845970000 706146211 1552656217
846000000 706656217 1553195301
846030000 707165301 1553726331
846060000 707666331 1554252404
846090000 708162404 1554779405
846120000 708659405 1555334428
846150000 709184428 1555936499
846180000 709756499 1556470521
846210000 710260521 1557002603
846240000 710762603 1557542604
846270000 711272604 1558082627
846300000 711782627 1558613673
846330000 712283673 1559139717
846360000 712779717 1559666720
846390000 713276720 1560186791
846420000 713766791 1560712865
846450000 714262865 1561314961
846480000 714834961 1561870003
846510000 715360003 1562401068
846540000 715861068 1562941085
846570000 716371085 1563473183
846600000 716873183 1564007220
846630000 717377220 1564533279
846660000 717873279 1565073317
846690000 718383317 1565599393
846720000 718879393 1566126397
846750000 719376397 1566648474
846780000 719868474 1567182529
846810000 720372529 1567737588
846840000 720897588 1568268669
846870000 721398669 1568808701
846900000 721908701 1569348754
846930000 722418754 1569874827
846960000 722914827 1570400905
846990000 723410905 1570927911
847020000 723907911 1571448994
847050000 724398994 1571975089
847080000 724895089 1572530168
847110000 725420168 1573133227
847140000 725993227 1573673298
847170000 726503298 1574206348
847200000 727006348 1574737445
847230000 727507445 1575277492
847260000 728017492 1575811562
847290000 728521562 1576337642
847320000 729017642 1576864650
847350000 729514650 1577420651
847380000 730040651 1578023729
847410000 730613729 1578563794
847440000 731123794 1579097882
847470000 731627882 1579630950
847500000 732130950 1580157962
847530000 732627962 1580689975
847560000 733129975 1581230062
847590000 733640062 1581756143
847620000 734136143 1582283152
847650000 734633152 1582804236
847680000 735124236 1583318319
847710000 735608319 1583858401
847740000 736118401 1584414418
847770000 736644418 1585017512
847800000 737217512 1585549541
847830000 737719541 1586090544
847860000 738230544 1586625547
847890000 738735547 1587158630
847920000 739238630 1587685656
847950000 739735656 1588212668
847980000 740232668 1588738751
848010000 740728751 1589260830
848040000 741220830 1589779834
848070000 741709834 1590306879
848100000 742206879 1590910890
848130000 742780890 1591444890
848160000 743284890 1591985910
848190000 743795910 1592541942
848220000 744321942 1593076960
848250000 744826960 1593609003
848280000 745329003 1594135088
848310000 745825088 1594662101
848340000 746322101 1595183186
848370000 746813186 1595787215
848400000 747387215 1596322250
848430000 747892250 1596856267
848460000 748396267 1597397297
848490000 748907297 1597929356
848520000 749409356 1598456416
848550000 749906416 1598997451
848580000 750417451 1599523538
848610000 750913538 1600050553
848640000 751410553 1600572633
848670000 751902633 1601093719
848700000 752393719 1601650720
848730000 752920720 1602254771
848760000 753494771 1602789823
848790000 753999823 1603330875
848820000 754510875 1603871921
848850000 755021921 1604403996
848880000 755523996 1604931072
848910000 756021072 1605465105
848940000 756525105 1605991194
848970000 757021194 1606518211
849000000 757518211 1607035277
849030000 758005277 1607554283
849060000 758494283 1608089356
849090000 758999356 1608693426
849120000 759573426 1609227477
849150000 760077477 1609784495
849180000 760604495 1610325564
849210000 761115564 1610866626
849240000 761626626 1611398717
849270000 762128717 1611925809
849300000 762625809 1612452828
849330000 763122828 1612978918
849360000 763618918 1613493003
849390000 764103003 1614050044
849420000 764630044 1614654134
849450000 765204134 1615195216
849480000 765715216 1615736302
849510000 766226302 1616269309
849540000 766729309 1616804398
849570000 767234398 1617338465
849600000 767738465 1617866472
849630000 768236472 1618392564
849660000 768732564 1618919584
849690000 769229584 1619441665
849720000 769721665 1619998727
849750000 770248727 1620603735
849780000 770823735 1621139741
849810000 771329741 1621667765
849840000 771827765 1622208863
849870000 772338863 1622742946
849900000 772842946 1623275968
849930000 773345968 1623817969
849960000 773857969 1624344063
849990000 774354063 1624871085
850020000 774851085 1625385171
850050000 775335171 1625902238
850080000 775822238 1626425291
850110000 776315291 1627030318
850140000 776890318 1627587397
850170000 777417397 1628129412
850200000 777929412 1628662451
850230000 778432451 1629198472
850260000 778938472 1629732570
850290000 779442570 1630274586
850320000 779954586 1630802624
850350000 780452624 1631328720
850380000 780948720 1631855744
850410000 781445744 1632377826
850440000 781937826 1632919860
850470000 782449860 1633476955
850500000 782976955 1634081998
850530000 783551998 1634618035
850560000 784058035 1635146089
850590000 784556089 1635681103
850620000 785061103 1636223132
850650000 785573132 1636756185
850680000 786076185 1637282283
850710000 786572283 1637809309
850740000 787069309 1638414373
850770000 787644373 1638949406
850800000 788149406 1639507418
850830000 788677418 1640040487
850860000 789180487 1640576539
850890000 789686539 1641118582
850920000 790198582 1641646650
850950000 790696650 1642188698
850980000 791208698 1642730762
851010000 791720762 1643288790
851040000 792248790 1643893870
851070000 792823870 1644435934
851100000 793335934 1644972000
851130000 793842000 1645500082
851160000 794340082 1646033164
851190000 794843164 1646568210
851220000 795348210 1647095212
851250000 795845212 1647622241
851280000 796342241 1648180286
851310000 796870286 1648785382
851340000 797445382 1649318480
851370000 797948480 1649853541
851400000 798453541 1650395619
851430000 798965619 1650923715
851460000 799463715 1651465793
851490000 799975793 1651992797
851520000 800472797 1652550861
851550000 801000861 1653156873
851580000 801576873 1653685885
851610000 802075885 1654220962
851640000 802580962 1654763056
851670000 803093056 1655305149
851700000 803605149 1655842175
851730000 804112175 1656376187
851760000 804616187 1656903219
851790000 805113219 1657509249
851820000 805689249 1658067328
851850000 806217328 1658610335
851880000 806730335 1659144361
851910000 807234361 1659681401
851940000 807741401 1660210426
851970000 808240426 1660745516
852000000 808745516 1661288523
852030000 809258523 1661846620
852060000 809786620 1662452668
852090000 810362668 1662989725
852120000 810869725 1663525732
852150000 811375732 1664068755
852180000 811888755 1664602796
852210000 812392796 1665131836
852240000 812891836 1665674857
852270000 813404857 1666201867
852300000 813901867 1666728903
852330000 814398903 1667257964
852360000 814897964 1667816980
852390000 815426980 1668423046
852420000 816003046 1668966083
852450000 816516083 1669500140
852480000 817020140 1670037213
852510000 817527213 1670573236
852540000 818033236 1671116275
852570000 818546275 1671643287
852600000 819043287 1672170325
852630000 819540325 1672776410
852660000 820116410 1673335444
852690000 820645444 1673878498
852720000 821158498 1674412571
852750000 821662571 1674955626
852780000 822175626 1675492714
852810000 822682714 1676021790
852840000 823181790 1676557828
852870000 823687828 1677116879
852900000 824216879 1677723881
852930000 824793881 1678261886
852960000 825301886 1678795975
852990000 825805975 1679339044
853020000 826319044 1679868135
853050000 826818135 1680404188
853080000 827324188 1680947257
853110000 827837257 1681477268
853140000 828337268 1682084283
853170000 828914283 1682622300
853200000 829422300 1683181362
853230000 829951362 1683724442
853260000 830464442 1684260505
853290000 830970505 1684803583
853320000 831483583 1685337681
853350000 831987681 1685864726
853380000 832484726 1686391741
853410000 832981741 1686950831
853440000 833510831 1687557865
853470000 834087865 1688100962
853500000 834600962 1688644056
853530000 835114056 1689180135
853560000 835620135 1689715148
853590000 836125148 1690253180
853620000 836633180 1690783206
853650000 837133206 1691310224
853680000 837630224 1691837270
853710000 838127270 1692437278
853740000 838697278 1693044330
853770000 839274330 1693579360
853800000 839779360 1694117409
853830000 840287409 1694661419
853860000 840801419 1695191461
853890000 841301461 1695735473
853920000 841815473 1696262521
853950000 842312521 1696781535
853980000 842801535 1697388608
854010000 843378608 1697988633
854040000 843948633 1698532660
854070000 844462660 1699067707
854100000 844967707 1699611735
854130000 845481735 1700149799
854160000 845989799 1700679856
854190000 846489856 1701216890
854220000 846996890 1701743912
854250000 847493912 1702270962
854280000 847990962 1702806012
854310000 848496012 1703328101
854340000 848988101 1703849195
854370000 849479195 1704384272
854400000 849984272 1704984314
854430000 850554314 1705591404
854460000 851131404 1706129485
854490000 851639485 1706659558
854520000 852139558 1707203599
854550000 852653599 1707740647
854580000 853160647 1708284689
854610000 853674689 1708811740
854640000 854171740 1709331823
854670000 854661823 1709931883
854700000 855231883 1710539890
854730000 855809890 1711076955
854760000 856316955 1711612047
854790000 856822047 1712150143
854820000 857330143 1712694198
854850000 857844198 1713224285
854880000 858344285 1713751339
854910000 858841339 1714278363
854940000 859338363 1714800453
854970000 859830453 1715331461
855000000 860331461 1715939488
855030000 860909488 1716539567
855060000 861479567 1717076650
855090000 861986650 1717620722
855120000 862500722 1718156731
855150000 863006731 1718695744
855180000 863515744 1719239843
855210000 864029843 1719766869
855240000 864526869 1720366968
855270000 865096968 1720975013
855300000 865675013 1721514043
855330000 866184043 1722045068
855360000 866685068 1722581093
855390000 867191093 1723118192
855420000 867698192 1723663207
855450000 868213207 1724190235
855480000 868710235 1724717292
855510000 869207292 1725318309
855540000 869778309 1725926372
855570000 870356372 1726471399
855600000 870871399 1727007440
855630000 871377440 1727552471
855660000 871892471 1728091516
855690000 872401516 1728622555
855720000 872902555 1729160568
855750000 873410568 1729761600
855780000 873981600 1730369678
855810000 874559678 1730908738
855840000 875068738 1731453779
855870000 875583779 1731984832
855900000 876084832 1732520886
855930000 876590886 1733058912
855960000 877098912 1733603956
855990000 877613956 1734212052
856020000 878192052 1734813099
856050000 878763099 1735351139
856080000 879271139 1735887206
856110000 879777206 1736418272
856140000 880278272 1736963329
856170000 880793329 1737502401
856200000 881302401 1738047453
856230000 881817453 1738656465
856260000 882396465 1739257527
856290000 882967527 1739796612
856320000 883476612 1740327691
856350000 883977691 1740865744
856380000 884485744 1741410814
856410000 885000814 1741955878
856440000 885515878 1742491957
856470000 886021957 1743100984
856500000 886600984 1743702060
856530000 887172060 1744238153
856560000 887678153 1744777252
856590000 888187252 1745322329
856620000 888702329 1745853421
856650000 889203421 1746391487
856680000 889711487 1746936570
856710000 890226570 1747537653
856740000 890797653 1748146686
856770000 891376686 1748691769
856800000 891891769 1749229841
856830000 892399841 1749769845
856860000 892909845 1750314933
856890000 893424933 1750851030
856920000 893931030 1751396128
856950000 894446128 1752005167
856980000 895025167 1752542170
857010000 895532170 1753143258
857040000 896103258 1753683267
857070000 896613267 1754215268
857100000 897115268 1754760361
857130000 897630361 1755298437
857160000 898138437 1755899531
857190000 898709531 1756508576
857220000 899288576 1757045585
857250000 899795585 1757577592
857280000 900297592 1758115674
857310000 900805674 1758660773
857340000 901320773 1759206776
857370000 901836776 1759746790
857400000 902346790 1760286810
857430000 902856810 1760887909
857460000 903427909 1761496959
857490000 904006959 1762042967
857520000 904522967 1762579981
857550000 905029981 1763111993
857580000 905531993 1763650079
857610000 906040079 1764196082
857640000 906556082 1764805146
857670000 907135146 1765407158
857700000 907707158 1765953179
857730000 908223179 1766491278
857760000 908731278 1767028304
857790000 909238304 1767568336
857820000 909748336 1768100360
857850000 910250360 1768646375
857880000 910766375 1769173415
857910000 911263415 1769719459
857940000 911779459 1770328542
857970000 912358542 1770930572
858000000 912930572 1771467616
858030000 913437616 1772013648
858060000 913953648 1772553696
858090000 914463696 1773092711
858120000 914972711 1773624750
858150000 915474750 1774151792
858180000 915971792 1774678862
858210000 916468862 1775200862
858240000 916960862 1775719881
858270000 917449881 1776239969
858300000 917939969 1776842018
858330000 918512018 1777452020
858360000 919092020 1777992086
858390000 919602086 1778524141
858420000 920104141 1779063172
858450000 920613172 1779609220
858480000 921129220 1780155279
858510000 921645279 1780692338
858540000 922152338 1781219382
858570000 922649382 1781746453
858600000 923146453 1782348519
858630000 923718519 1782958537
858660000 924298537 1783504601
858690000 924814601 1784050675
858720000 925330675 1784587749
858750000 925837749 1785119819
858780000 926339819 1785658865
858810000 926848865 1786185938
858840000 927345938 1786712983
858870000 927842983 1787234984
858900000 928334984 1787754004
858930000 928824004 1788277070
858960000 929317070 1788823155
858990000 929833155 1789425240
859020000 930405240 1790035277
859050000 930985277 1790581368
859080000 931501368 1791118458
859110000 932008458 1791657520
859140000 932517520 1792198539
859170000 933028539 1792730623
859200000 933530623 1793257670
859230000 934027670 1793784745
859260000 934524745 1794306841
859290000 935016841 1794821841
859320000 935501841 1795338922
859350000 935988922 1795948978
859380000 936568978 1796490014
859410000 937080014 1797023015
859440000 937583015 1797570017
859470000 938100017 1798117024
859500000 938617024 1798655030
859530000 939125030 1799194108
859560000 939634108 1799721157
859590000 940131157 1800248234
859620000 940628234 1800770331
859650000 941120331 1801292333
859680000 941612333 1801811354
859710000 942101354 1802414401
859740000 942674401 1803024475
859770000 943254475 1803562498
859800000 943762498 1804103551
859830000 944273551 1804650574
859860000 944790574 1805183591
859890000 945293591 1805722685
859920000 945802685 1806269703
859950000 946319703 1806796754
859980000 946816754 1807323833
860010000 947313833 1807845931
860040000 947805931 1808367934
860070000 948297934 1808971000
860100000 948871000 1809581091
860130000 949451091 1810128130
860160000 949968130 1810669199
860190000 950479199 1811216233
860220000 950996233 1811754271
860250000 951504271 1812287303
860280000 952007303 1812814355
860310000 952504355 1813341435
860340000 953001435 1813863439
860370000 953493439 1814378440
860400000 953978440 1814911494
860430000 954481494 1815514575
860460000 955054575 1816052628
860490000 955562628 1816593712
860520000 956073712 1817140765
860550000 956590765 1817680811
860580000 957100811 1818227858
860610000 957617858 1818754941
860640000 958114941 1819281995
860670000 958611995 1819801018
