TEmpoAberturaMilisegundos:30000
TempoAbertura TempoGastoNaFila TempoOcioso 
246420000 411519516 658090536
246450000 411640536 658236564
246480000 411756564 658380567
246510000 411870567 658522663
246540000 411982663 658674726
246570000 412104726 658826811
246600000 412226811 658978824
246630000 412348824 659132855
246660000 412472855 659279889
246690000 412589889 659421908
246720000 412701908 659567953
246750000 412817953 659713028
246780000 412933028 659859061
246810000 413049061 660004148
246840000 413164148 660151155
246870000 413281155 660295234
246900000 413395234 660438248
246930000 413508248 660589299
246960000 413629299 660743347
246990000 413753347 660887366
247020000 413867366 661034389
247050000 413984389 661187389
247080000 414107389 661339416
247110000 414229416 661486464
247140000 414346464 661632511
247170000 414462511 661776604
247200000 414576604 661923640
247230000 414693640 662070697
247260000 414810697 662216697
247290000 414926697 662358729
247320000 415038729 662504794
247350000 415154794 662658858
247380000 415278858 662810950
247410000 415400950 662956965
247440000 415516965 663104003
247470000 415634003 663255069
247500000 415755069 663401072
247530000 415871072 663548123
247560000 415988123 663701138
247590000 416111138 663853179
247620000 416233179 664000241
247650000 416350241 664142287
247680000 416462287 664285315
247710000 416575315 664431384
247740000 416691384 664577473
247770000 416807473 664731556
247800000 416931556 664883613
247830000 417053613 665025634
247860000 417165634 665176715
247890000 417286715 665320761
247920000 417400761 665463803
247950000 417513803 665610855
247980000 417630855 665757873
248010000 417747873 665902893
248040000 417862893 666049958
248070000 417979958 666202964
248100000 418102964 666349042
248130000 418219042 666495070
248160000 418335070 666637129
248190000 418447129 666784212
248220000 418564212 666927270
248250000 418677270 667072306
248280000 418792306 667218338
248310000 418908338 667365417
248340000 419025417 667509478
248370000 419139478 667656567
248400000 419256567 667802610
248430000 419372610 667944684
248460000 419484684 668091688
248490000 419601688 668238786
248520000 419718786 668391829
248550000 419841829 668543900
248580000 419963900 668689992
248610000 420079992 668845032
248640000 420205032 668992041
248670000 420322041 669139090
248700000 420439090 669284143
248730000 420554143 669431164
248760000 420671164 669579164
248790000 420789164 669732224
248820000 420912224 669879306
248850000 421029306 670032342
248880000 421152342 670180356
248910000 421270356 670332442
248940000 421392442 670480446
248970000 421510446 670626504
249000000 421626504 670768593
249030000 421738593 670910643
249060000 421850643 671065700
249090000 421975700 671212766
249120000 422092766 671365819
249150000 422215819 671518896
249180000 422338896 671661901
249210000 422451901 671808999
249240000 422568999 671961024
249270000 422691024 672109034
249300000 422809034 672262035
249330000 422932035 672406125
249360000 423046125 672552198
249390000 423162198 672694263
249420000 423274263 672837351
249450000 423387351 672983413
249480000 423503413 673131431
249510000 423621431 673278471
249540000 423738471 673433544
249570000 423863544 673581578
249600000 423981578 673734594
249630000 424104594 673879599
249660000 424219599 674025687
249690000 424335687 674170769
249720000 424450769 674317819
249750000 424567819 674465844
249780000 424685844 674618912
249810000 424808912 674761931
249840000 424921931 674904010
249870000 425034010 675048012
249900000 425148012 675196024
249930000 425266024 675351114
249960000 425391114 675499143
249990000 425509143 675646147
250020000 425626147 675788241
250050000 425738241 675942246
250080000 425862246 676086262
250110000 425976262 676234342
250140000 426094342 676382389
250170000 426212389 676534441
250200000 426334441 676680530
250230000 426450530 676828568
250260000 426568568 676975620
250290000 426685620 677123677
250320000 426803677 677269688
250350000 426919688 677422785
250380000 427042785 677578791
250410000 427168791 677725796
250440000 427285796 677870827
250470000 427400827 678017846
250500000 427517846 678160913
250530000 427630913 678314933
250560000 427754933 678467996
250590000 427877996 678616057
250620000 427996057 678763123
250650000 428113123 678906131
250680000 428226131 679050161
250710000 428340161 679198204
250740000 428458204 679354227
250770000 428584227 679502286
250800000 428702286 679655364
250830000 428825364 679798446
250860000 428938446 679950526
250890000 429060526 680098547
250920000 429178547 680244573
250950000 429294573 680398608
250980000 429418608 680543653
251010000 429533653 680691728
251040000 429651728 680838808
251070000 429768808 680985841
251100000 429885841 681128863
251130000 429998863 681272907
251160000 430112907 681420996
251190000 430230996 681570002
251220000 430350002 681724030
251250000 430474030 681880068
251280000 430600068 682027163
251310000 430717163 682181213
251340000 430841213 682326272
251370000 430956272 682474361
251400000 431074361 682621408
251430000 431191408 682764504
251460000 431304504 682907540
251490000 431417540 683051598
251520000 431531598 683197638
251550000 431647638 683345642
251580000 431765642 683492699
251610000 431882699 683645711
251640000 432005711 683799757
251670000 432129757 683955811
251700000 432255811 684104815
251730000 432374815 684251877
251760000 432491877 684394928
251790000 432604928 684539001
251820000 432719001 684687020
251850000 432837020 684836024
251880000 432956024 684985061
251910000 433075061 685139126
251940000 433199126 685284199
251970000 433314199 685432208
252000000 433432208 685580256
252030000 433550256 685725346
252060000 433665346 685874400
252090000 433784400 686030470
252120000 433910470 686184551
252150000 434034551 686333584
252180000 434153584 686486611
252210000 434276611 686634634
252240000 434394634 686781710
252270000 434511710 686925733
252300000 434625733 687068798
252330000 434738798 687212885
252360000 434852885 687358953
252390000 434968953 687507971
252420000 435087971 687662031
252450000 435212031 687818118
252480000 435338118 687966196
252510000 435456196 688120294
252540000 435580294 688274327
252570000 435704327 688420333
252600000 435820333 688569382
252630000 435939382 688722425
252660000 436062425 688868509
252690000 436178509 689017557
252720000 436297557 689166622
252750000 436416622 689310660
252780000 436530660 689455662
252810000 436645662 689603709
252840000 436763709 689750808
252870000 436880808 689904883
252900000 437004883 690061887
252930000 437131887 690204983
252960000 437244983 690352999
252990000 437362999 690501005
253020000 437481005 690650070
253050000 437600070 690798133
253080000 437718133 690947197
253110000 437837197 691102211
253140000 437962211 691256259
253170000 438086259 691404311
253200000 438204311 691548364
253230000 438318364 691693381
253260000 438433381 691846439
253290000 438556439 691994532
253320000 438674532 692140631
253350000 438790631 692284702
253380000 438904702 692441722
253410000 439031722 692590802
253440000 439150802 692745808
253470000 439275808 692899871
253500000 439399871 693047902
253530000 439517902 693196964
253560000 439636964 693342997
253590000 439752997 693491017
253620000 439871017 693635027
253650000 439985027 693780058
253680000 440100058 693929137
253710000 440219137 694078144
253740000 440338144 694225157
253770000 440455157 694373234
253800000 440573234 694530273
253830000 440700273 694684352
253860000 440824352 694832432
253890000 440942432 694977478
253920000 441057478 695130564
253950000 441180564 695276611
253980000 441296611 695426617
254010000 441416617 695574651
254040000 441534651 695723744
254070000 441653744 695872838
254100000 441772838 696027858
254130000 441897858 696177869
254160000 442017869 696332911
254190000 442142911 696476995
254220000 442256995 696626015
254250000 442376015 696783070
254280000 442503070 696932106
254310000 442622106 697086200
254340000 442746200 697236209
254370000 442866209 697391244
254400000 442991244 697546301
254430000 443116301 697696321
254460000 443236321 697846328
254490000 443356328 697993368
254520000 443473368 698142372
254550000 443592372 698290430
254580000 443710430 698436490
254610000 443826490 698584583
254640000 443944583 698741655
254670000 444071655 698886668
254700000 444186668 699040682
254730000 444310682 699195691
254760000 444435691 699339741
254790000 444549741 699484838
254820000 444664838 699633857
254850000 444783857 699781930
254880000 444901930 699936980
254910000 445026980 700092052
254940000 445152052 700238126
254970000 445268126 700387133
255000000 445387133 700535194
255030000 445505194 700692285
255060000 445632285 700847374
255090000 445757374 700995451
255120000 445875451 701145488
255150000 445995488 701294575
255180000 446114575 701441645
255210000 446231645 701590680
255240000 446350680 701736769
255270000 446466769 701886817
255300000 446586817 702035839
255330000 446705839 702180867
255360000 446820867 702326879
255390000 446936879 702474967
255420000 447054967 702625026
255450000 447175026 702775091
255480000 447295091 702933097
255510000 447423097 703082134
255540000 447542134 703231137
255570000 447661137 703386200
255600000 447786200 703533203
255630000 447903203 703681294
255660000 448021294 703826336
255690000 448136336 703972362
255720000 448252362 704122413
255750000 448372413 704276455
255780000 448496455 704431534
255810000 448621534 704587537
255840000 448747537 704731614
255870000 448861614 704878697
255900000 448978697 705028765
255930000 449098765 705186787
255960000 449226787 705335839
255990000 449345839 705479931
256020000 449459931 705635008
256050000 449585008 705782025
256080000 449702025 705928065
256110000 449818065 706078078
256140000 449938078 706227140
256170000 450057140 706376157
256200000 450176157 706526243
256230000 450296243 706681336
256260000 450421336 706831433
256290000 450541433 706987450
256320000 450667450 707145488
256350000 450795488 707290496
256380000 450910496 707440580
256410000 451030580 707588592
256440000 451148592 707737644
256470000 451267644 707882714
256500000 451382714 708028769
256530000 451498769 708178797
256560000 451618797 708328854
256590000 451738854 708484862
256620000 451864862 708640894
256650000 451990894 708795985
256680000 452115985 708943016
256710000 452233016 709093108
256740000 452353108 709247177
256770000 452477177 709405231
256800000 452605231 709554278
256830000 452724278 709702305
256860000 452842305 709853320
256890000 452963320 710009325
256920000 453089325 710156370
256950000 453206370 710305449
256980000 453325449 710451518
257010000 453441518 710601616
257040000 453561616 710755699
257070000 453685699 710905741
257100000 453805741 711055812
257130000 453925812 711211834
257160000 454051834 711362859
257190000 454172859 711510913
257220000 454290913 711668984
257250000 454418984 711818046
257280000 454538046 711969076
257310000 454659076 712119162
257340000 454779162 712275181
257370000 454905181 712422240
257400000 455022240 712571319
257430000 455141319 712716416
257460000 455256416 712867428
257490000 455377428 713017484
257520000 455497484 713167505
257550000 455617505 713318544
257580000 455738544 713476632
257610000 455866632 713627661
257640000 455987661 713783713
257670000 456113713 713930787
257700000 456230787 714079881
257730000 456349881 714225978
257760000 456465978 714380989
257790000 456590989 714530066
257820000 456710066 714681067
257850000 456831067 714837142
257880000 456957142 714993175
257910000 457083175 715144238
257940000 457204238 715290249
257970000 457320249 715435315
258000000 457435315 715591366
258030000 457561366 715742446
258060000 457682446 715901450
258090000 457811450 716057518
258120000 457937518 716208586
258150000 458058586 716355598
258180000 458175598 716506642
258210000 458296642 716654724
258240000 458414724 716810814
258270000 458540814 716960833
258300000 458660833 717110841
258330000 458780841 717256866
258360000 458896866 717401946
258390000 459011946 717556971
258420000 459136971 717707055
258450000 459257055 717866077
258480000 459386077 718023084
258510000 459513084 718173148
258540000 459633148 718321150
258570000 459751150 718471184
258600000 459871184 718621207
258630000 459991207 718767247
258660000 460107247 718917253
258690000 460227253 719068347
258720000 460348347 719224412
258750000 460474412 719375506
258780000 460595506 719520600
258810000 460710600 719667626
258840000 460827626 719818684
258870000 460948684 719977722
258900000 461077722 720123778
258930000 461193778 720270820
258960000 461310820 720425873
258990000 461435873 720576945
259020000 461556945 720733041
259050000 461683041 720884052
259080000 461804052 721033061
259110000 461923061 721183080
259140000 462043080 721335087
259170000 462165087 721487102
259200000 462287102 721644122
259230000 462414122 721792136
259260000 462532136 721944142
259290000 462654142 722103198
259320000 462783198 722252225
259350000 462902225 722402317
259380000 463022317 722559336
259410000 463149336 722707365
259440000 463267365 722859386
259470000 463389386 723009436
259500000 463509436 723156493
259530000 463626493 723306527
259560000 463746527 723457583
259590000 463867583 723614594
259620000 463994594 723771629
259650000 464121629 723917699
259680000 464237699 724063719
259710000 464353719 724211766
259740000 464471766 724363805
259770000 464593805 724522878
259800000 464722878 724673886
259830000 464843886 724824958
259860000 464964958 724981992
259890000 465091992 725128077
259920000 465208077 725275149
259950000 465325149 725427150
259980000 465447150 725584200
260010000 465574200 725734273
260040000 465694273 725889354
260070000 465819354 726040412
260100000 465940412 726189453
260130000 466059453 726339501
260160000 466179501 726486504
260190000 466296504 726632555
260220000 466412555 726791644
260250000 466541644 726941733
260280000 466661733 727091812
260310000 466781812 727243829
260340000 466903829 727395887
260370000 467025887 727552953
260400000 467152953 727710002
260430000 467280002 727865098
260460000 467405098 728016171
260490000 467526171 728167194
260520000 467647194 728317257
260550000 467767257 728474297
260580000 467894297 728626350
260610000 468016350 728826355
260640000 468186355 728978424
260670000 468308424 729134435
260700000 468434435 729291498
260730000 468561498 729439572
260760000 468679572 729590575
260790000 468800575 729740668
260820000 468920668 729888668
260850000 469038668 730040699
260880000 469160699 730189768
260910000 469279768 730335832
260940000 469395832 730486918
260970000 469516918 730637954
261000000 469637954 730788030
261030000 469758030 730938124
261060000 469878124 731086141
261090000 469996141 731232221
261120000 470112221 731432241
261150000 470282241 731584287
261180000 470404287 731741364
261210000 470531364 731892371
261240000 470652371 732039400
261270000 470769400 732191400
261300000 470891400 732340483
261330000 471010483 732492496
261360000 471132496 732649586
261390000 471259586 732806678
261420000 471386678 732957694
261450000 471507694 733108728
261480000 471628728 733264770
261510000 471754770 733414771
261540000 471874771 733614808
261570000 472044808 733766900
261600000 472166900 733917923
261630000 472287923 734068988
261660000 472408988 734221084
261690000 472531084 734373145
261720000 472653145 734524154
261750000 472774154 734676182
261780000 472896182 734834189
261810000 473024189 734991280
261840000 473151280 735138323
261870000 473268323 735284417
261900000 473384417 735432465
261930000 473502465 735583490
261960000 473623490 735741510
261990000 473751510 735899516
262020000 473879516 736099568
262050000 474049568 736250606
262080000 474170606 736403613
262110000 474293613 736552648
262140000 474412648 736699705
262170000 474529705 736851780
262200000 474651780 737007836
262230000 474777836 737159864
262260000 474899864 737309879
262290000 475019879 737460958
262320000 475140958 737619019
262350000 475269019 737819088
262380000 475439088 737967152
262410000 475557152 738120174
262440000 475680174 738272231
262470000 475802231 738425258
262500000 475925258 738583278
262530000 476053278 738736301
262560000 476176301 738883372
262590000 476293372 739030393
262620000 476410393 739186463
262650000 476536463 739338505
262680000 476658505 739488534
262710000 476778534 739688620
262740000 476948620 739846671
262770000 477076671 739995735
262800000 477195735 740153770
262830000 477323770 740306798
262860000 477446798 740464874
262890000 477574874 740615948
262920000 477695948 740767013
262950000 477817013 740915091
262980000 477935091 741065134
263010000 478055134 741217141
263040000 478177141 741368225
263070000 478298225 741520296
263100000 478420296 741673342
263130000 478543342 741830342
263160000 478670342 742031344
263190000 478841344 742189394
263220000 478969394 742337424
263250000 479087424 742489446
263280000 479209446 742647512
263310000 479337512 742805603
263340000 479465603 742954681
263370000 479584681 743107731
263400000 479707731 743258819
263430000 479828819 743409898
263460000 479949898 743556946
263490000 480066946 743705038
263520000 480185038 743864047
263550000 480314047 744065065
263580000 480485065 744218131
263610000 480608131 744369226
263640000 480729226 744521311
263670000 480851311 744679376
263700000 480979376 744827421
263730000 481097421 744974484
263760000 481214484 745123491
263790000 481333491 745276552
263820000 481456552 745433567
263850000 481583567 745583639
263880000 481703639 745735652
263910000 481825652 745888736
263940000 481948736 746040835
263970000 482070835 746188897
264000000 482188897 746389931
264030000 482359931 746546962
264060000 482486962 746695984
264090000 482605984 746854063
264120000 482734063 747004069
264150000 482854069 747156085
264180000 482976085 747308094
264210000 483098094 747455171
264240000 483215171 747608246
264270000 483338246 747758332
264300000 483458332 747910381
264330000 483580381 748062408
264360000 483702408 748216414
264390000 483826414 748375437
264420000 483955437 748576490
264450000 484126490 748725528
264480000 484245528 748877552
264510000 484367552 749028553
264540000 484488553 749180617
264570000 484610617 749339626
264600000 484739626 749498664
264630000 484868664 749651757
264660000 484991757 749798848
264690000 485108848 749951937
264720000 485231937 750108982
264750000 485358982 750261023
264780000 485481023 750415034
264810000 485605034 750574068
264840000 485734068 750726148
264870000 485856148 750880152
264900000 485980152 751032208
264930000 486102208 751185248
264960000 486225248 751344272
264990000 486354272 751494305
265020000 486474305 751648312
265050000 486598312 751800355
265080000 486720355 751948444
265110000 486838444 752099459
265140000 486959459 752247463
265170000 487077463 752404521
265200000 487204521 752606523
265230000 487376523 752758575
265260000 487498575 752912595
265290000 487622595 753064691
265320000 487744691 753216763
265350000 487866763 753370803
265380000 487990803 753524851
265410000 488114851 753683918
265440000 488243918 753842967
265470000 488372967 753993015
265500000 488493015 754145073
265530000 488615073 754293092
265560000 488733092 754495112
265590000 488905112 754654178
265620000 489034178 754813262
265650000 489163262 754965336
265680000 489285336 755117404
265710000 489407404 755266423
265740000 489526423 755414458
265770000 489644458 755564459
265800000 489764459 755718495
265830000 489888495 755869541
265860000 490009541 756021629
265890000 490131629 756174699
265920000 490254699 756333782
265950000 490383782 756487851
265980000 490507851 756645868
266010000 490635868 756795887
266040000 490755887 756997924
266070000 490927924 757152010
266100000 491052010 757311092
266130000 491181092 757463176
266160000 491303176 757611227
266190000 491421227 757765279
266220000 491545279 757923312
266250000 491673312 758076316
266280000 491796316 758235415
266310000 491925415 758384449
266340000 492044449 758537539
266370000 492167539 758688600
266400000 492288600 758841625
266430000 492411625 758995695
266460000 492535695 759197748
266490000 492707748 759350752
266520000 492830752 759503752
266550000 492953752 759654828
266580000 493074828 759807868
266610000 493197868 760007882
266640000 493367882 760161974
266670000 493491974 760321070
266700000 493621070 760471160
266730000 493741160 760621193
266760000 493861193 760775259
266790000 493985259 760933306
266820000 494113306 761087310
266850000 494237310 761241394
266880000 494361394 761394492
266910000 494484492 761548577
266940000 494608577 761750647
266970000 494780647 761898727
267000000 494898727 762052747
267030000 495022747 762252758
267060000 495192758 762407772
267090000 495317772 762560791
267120000 495440791 762713823
267150000 495563823 762867922
267180000 495687922 763016983
267210000 495806983 763168073
267240000 495928073 763321127
267270000 496051127 763475139
267300000 496175139 763627146
267330000 496297146 763829232
267360000 496469232 763979294
267390000 496589294 764132342
267420000 496712342 764283360
267450000 496833360 764438389
267480000 496958389 764591441
267510000 497081441 764746441
267540000 497206441 764904516
267570000 497334516 765057585
267600000 497457585 765211612
267630000 497581612 765366632
267660000 497706632 765566657
267690000 497876657 765719690
267720000 497999690 765868765
267750000 498118765 766017789
267780000 498237789 766220791
267810000 498410791 766373855
267840000 498533855 766573913
267870000 498703913 766728957
267900000 498828957 766883972
267930000 498953972 767038021
267960000 499078021 767193049
267990000 499203049 767393125
268020000 499373125 767593164
268050000 499543164 767746211
268080000 499666211 767899277
268110000 499789277 768099352
268140000 499959352 768299444
268170000 500129444 768499498
268200000 500299498 768702515
268230000 500472515 768857574
268260000 500597574 769007664
268290000 500717664 769160743
268320000 500840743 769315791
268350000 500965791 769468871
268380000 501088871 769622892
268410000 501212892 769773962
268440000 501333962 769923964
268470000 501453964 770126998
268500000 501626998 770282043
268530000 501752043 770441061
268560000 501881061 770594156
268590000 502004156 770749220
268620000 502129220 770949289
268650000 502299289 771100374
268680000 502420374 771254379
268710000 502544379 771407474
268740000 502667474 771556526
268770000 502786526 771707531
268800000 502907531 771861608
268830000 503031608 772013674
268860000 503153674 772168749
268890000 503278749 772368835
268920000 503448835 772571886
268950000 503621886 772722908
268980000 503742908 772874991
269010000 503864991 773030072
269040000 503990072 773231096
269070000 504161096 773432131
269100000 504332131 773587219
269130000 504457219 773741239
269160000 504581239 773895249
269190000 504705249 774045280
269220000 504825280 774194347
269250000 504944347 774349407
269280000 505069407 774503499
269310000 505193499 774657549
269340000 505317549 774860619
269370000 505490619 775019668
269400000 505619668 775173694
269430000 505743694 775328770
269460000 505868770 775482836
269490000 505992836 775636862
269520000 506116862 775837902
269550000 506287902 775989916
269580000 506409916 776145919
269610000 506535919 776295965
269640000 506655965 776445047
269670000 506775047 776600054
269700000 506900054 776752152
269730000 507022152 776908157
269760000 507148157 777111244
269790000 507321244 777262296
269820000 507442296 777421361
269850000 507571361 777575409
269880000 507695409 777725469
269910000 507815469 777880559
269940000 507940559 778035580
269970000 508065580 778191599
270000000 508191599 778392663
270030000 508362663 778593717
270060000 508533717 778794755
270090000 508704755 778950771
270120000 508830771 779099866
270150000 508949866 779252877
270180000 509072877 779407910
270210000 509197910 779561964
270240000 509321964 779716058
270270000 509446058 779870112
270300000 509570112 780071165
270330000 509741165 780275167
270360000 509915167 780431172
270390000 510041172 780586208
270420000 510166208 780742242
270450000 510292242 780897290
270480000 510417290 781098369
270510000 510588369 781254393
270540000 510714393 781455462
270570000 510885462 781607502
270600000 511007502 781763532
270630000 511133532 781967551
270660000 511307551 782121622
270690000 511431622 782274664
270720000 511554664 782429675
270750000 511679675 782630771
270780000 511850771 782786812
270810000 511976812 782938868
270840000 512098868 783092945
270870000 512222945 783242970
270900000 512342970 783394052
270930000 512464052 783550073
270960000 512590073 783750090
270990000 512760090 783905142
271020000 512885142 784059212
271050000 513009212 784215262
271080000 513135262 784371325
271110000 513261325 784522331
271140000 513382331 784676424
271170000 513506424 784827522
271200000 513627522 784983559
271230000 513753559 785183592
271260000 513923592 785337678
271290000 514047678 785493744
271320000 514173744 785648811
271350000 514298811 785801868
271380000 514421868 785956946
271410000 514546946 786158957
271440000 514718957 786360957
271470000 514890957 786562039
271500000 515062039 786717049
271530000 515187049 786869064
271560000 515309064 787070162
271590000 515480162 787225163
271620000 515605163 787427179
271650000 515777179 787631263
271680000 515951263 787787341
271710000 516077341 787987389
271740000 516247389 788139473
271770000 516369473 788290493
271800000 516490493 788440546
271830000 516610546 788596597
271860000 516736597 788751678
271890000 516861678 788904749
271920000 516984749 789054820
271950000 517104820 789259820
271980000 517279820 789415887
272010000 517405887 789617927
272040000 517577927 789772943
272070000 517702943 789928039
272100000 517828039 790081125
272130000 517951125 790237217
272160000 518077217 790392270
272190000 518202270 790547283
272220000 518327283 790703377
272250000 518453377 790859382
272280000 518579382 791016382
272310000 518706382 791168479
272340000 518828479 791370507
272370000 519000507 791524511
272400000 519124511 791729528
272430000 519299528 791886545
272460000 519426545 792041577
272490000 519551577 792196606
272520000 519676606 792398669
272550000 519848669 792551681
272580000 519971681 792703724
272610000 520093724 792859806
272640000 520219806 793059882
272670000 520389882 793214950
272700000 520514950 793370970
272730000 520640970 793573025
272760000 520813025 793778060
272790000 520988060 793935084
272820000 521115084 794137155
272850000 521287155 794339234
272880000 521459234 794494317
272910000 521584317 794696359
272940000 521756359 794853379
272970000 521883379 795008459
273000000 522008459 795163505
273030000 522133505 795315562
273060000 522255562 795515652
273090000 522425652 795671676
273120000 522551676 795825694
273150000 522675694 795981746
273180000 522801746 796186797
273210000 522976797 796343837
273240000 523103837 796545924
273270000 523275924 796747981
273300000 523447981 796901021
273330000 523571021 797056115
273360000 523696115 797211175
273390000 523821175 797362187
273420000 523942187 797514258
273450000 524064258 797671289
273480000 524191289 797872293
273510000 524362293 798028331
273540000 524488331 798182363
273570000 524612363 798339426
273600000 524739426 798544494
273630000 524914494 798747498
273660000 525087498 798900554
273690000 525210554 799057601
273720000 525337601 799213605
273750000 525463605 799370661
273780000 525590661 799573670
273810000 525763670 799775742
273840000 525935742 799932790
273870000 526062790 800087865
273900000 526187865 800238892
273930000 526308892 800390978
273960000 526430978 800591997
273990000 526601997 800748050
274020000 526728050 800905131
274050000 526855131 801110216
274080000 527030216 801313242
274110000 527203242 801466314
274140000 527326314 801668401
274170000 527498401 801819443
274200000 527619443 801972444
274230000 527742444 802128463
274260000 527868463 802331482
274290000 528041482 802488544
274320000 528168544 802644566
274350000 528294566 802799655
274380000 528419655 802951686
274410000 528541686 803108747
274440000 528668747 803309780
274470000 528839780 803465787
274500000 528965787 803671789
274530000 529141789 803828868
274560000 529268868 803984907
274590000 529394907 804138984
274620000 529518984 804295025
274650000 529645025 804451122
274680000 529771122 804654157
274710000 529944157 804807244
274740000 530067244 804959290
274770000 530189290 805112306
274800000 530312306 805269382
274830000 530439382 805470430
274860000 530610430 805626512
274890000 530736512 805827579
274920000 530907579 805980613
274950000 531030613 806132675
274980000 531152675 806289767
275010000 531279767 806445817
275040000 531405817 806651834
275070000 531581834 806802905
275100000 531702905 806958926
275130000 531828926 807113017
275160000 531953017 807316066
275190000 532126066 807470066
275220000 532250066 807627158
275250000 532377158 807783210
275280000 532503210 807939305
275310000 532629305 808145343
275340000 532805343 808302355
275370000 532932355 808454432
275400000 533054432 808609438
275430000 533179438 808812530
275460000 533352530 808970536
275490000 533480536 809126602
275520000 533606602 809282637
275550000 533732637 809433722
275580000 533853722 809591728
275610000 533981728 809792809
275640000 534152809 809948877
275670000 534278877 810106889
275700000 534406889 810264912
275730000 534534912 810421000
275760000 534661000 810624071
275790000 534834071 810780151
275820000 534960151 810986205
275850000 535136205 811138298
275880000 535258298 811296320
275910000 535386320 811454348
275940000 535514348 811657426
275970000 535687426 811811454
276000000 535811454 811964516
276030000 535934516 812165612
276060000 536105612 812322639
276090000 536232639 812479701
276120000 536359701 812637739
276150000 536487739 812841746
276180000 536661746 813047817
276210000 536837817 813204896
276240000 536964896 813407983
276270000 537137983 813566019
276300000 537266019 813722084
276330000 537392084 813880122
276360000 537520122 814037165
276390000 537647165 814192201
276420000 537772201 814350255
276450000 537900255 814504298
276480000 538024298 814660393
276510000 538150393 814812407
276540000 538272407 815014418
276570000 538444418 815171421
276600000 538571421 815328435
276630000 538698435 815486488
276660000 538826488 815690497
276690000 539000497 815894535
276720000 539174535 816100621
276750000 539350621 816254642
276780000 539474642 816412700
276810000 539602700 816616701
276840000 539776701 816770758
276870000 539900758 816926837
276900000 540026837 817079858
276930000 540149858 817237910
276960000 540277910 817439935
276990000 540449935 817594985
277020000 540574985 817752002
277050000 540702002 817959004
277080000 540879004 818111047
277110000 541001047 818268071
277140000 541128071 818472095
277170000 541302095 818630178
277200000 541430178 818834193
277230000 541604193 818992260
277260000 541732260 819149288
277290000 541859288 819302323
277320000 541982323 819456358
277350000 542106358 819614424
277380000 542234424 819771494
277410000 542361494 819926558
277440000 542486558 820083589
277470000 542613589 820241675
277500000 542741675 820396755
277530000 542866755 820603772
277560000 543043772 820757857
277590000 543167857 820909915
277620000 543289915 821111968
277650000 543461968 821316035
277680000 543636035 821473077
277710000 543763077 821630110
277740000 543890110 821784159
277770000 544014159 821941243
277800000 544141243 822099263
277830000 544269263 822303301
277860000 544443301 822461398
277890000 544571398 822665426
277920000 544745426 822817513
277950000 544867513 822974567
277980000 544994567 823129663
278010000 545119663 823336695
278040000 545296695 823493794
278070000 545423794 823650853
278100000 545550853 823808952
278130000 545678952 824013034
278160000 545853034 824217076
278190000 546027076 824375169
278220000 546155169 824532216
278250000 546282216 824685278
278280000 546405278 824839341
278310000 546529341 824998341
278340000 546658341 825200408
278370000 546830408 825359425
278400000 546959425 825566473
278430000 547136473 825723542
278460000 547263542 825882568
278490000 547392568 826086665
278520000 547566665 826243734
278550000 547693734 826400795
278580000 547820795 826553871
278610000 547943871 826707948
278640000 548067948 826866962
278670000 548196962 827071028
278700000 548371028 827275083
278730000 548545083 827430094
278760000 548670094 827634178
278790000 548844178 827792242
278820000 548972242 827951285
278850000 549101285 828110317
278880000 549230317 828315329
278910000 549405329 828519398
278940000 549579398 828673489
278970000 549703489 828875583
279000000 549875583 829030607
279030000 550000607 829189626
279060000 550129626 829346700
279090000 550256700 829499789
279120000 550379789 829652802
279150000 550502802 829811829
279180000 550631829 829970890
279210000 550760890 830128932
279240000 550888932 830336934
279270000 551066934 830494032
279300000 551194032 830653066
279330000 551323066 830810162
279360000 551450162 830969204
279390000 551579204 831127227
279420000 551707227 831331326
279450000 551881326 831536353
279480000 552056353 831740436
279510000 552230436 831895474
279540000 552355474 832052562
279570000 552482562 832206565
279600000 552606565 832409573
279630000 552779573 832617591
279660000 552957591 832771610
279690000 553081610 832930667
279720000 553210667 833089727
279750000 553339727 833247737
279780000 553467737 833405739
279810000 553595739 833560757
279840000 553720757 833716836
279870000 553846836 833921849
279900000 554021849 834080924
279930000 554150924 834285020
279960000 554325020 834440071
279990000 554450071 834593110
280020000 554573110 834796131
280050000 554746131 835004166
280080000 554924166 835209196
280110000 555099196 835414208
280140000 555274208 835573270
280170000 555403270 835731288
280200000 555531288 835885323
280230000 555655323 836038378
280260000 555778378 836243459
280290000 555953459 836398525
280320000 556078525 836553558
280350000 556203558 836712630
280380000 556332630 836915666
280410000 556505666 837073736
280440000 556633736 837229830
280470000 556759830 837387880
280500000 556887880 837592929
280530000 557062929 837800980
280560000 557240980 838006077
280590000 557416077 838211104
280620000 557591104 838366185
280650000 557716185 838524224
280680000 557844224 838679272
280710000 557969272 838838359
280740000 558098359 838996444
280770000 558226444 839153453
280800000 558353453 839311518
280830000 558481518 839469559
280860000 558609559 839669563
280890000 558779563 839828639
280920000 558908639 840036707
280950000 559086707 840191771
280980000 559211771 840394837
281010000 559384837 840599879
281040000 559559879 840799881
281070000 559729881 840999900
281100000 559899900 841154995
281130000 560024995 841314085
281160000 560154085 841472131
281190000 560282131 841626194
281220000 560406194 841779276
281250000 560529276 841936299
